Second,Rate
70000,53.7779
70500,53.2026
71000,52.9207
71500,53.2363
72000,54.4014
72500,55.0021
73000,54.2143
73500,53.5714
74000,53.1278
74500,52.6579
75000,53.0074
75500,53.5733
76000,54.0187
76500,54.6095
77000,54.7747
77500,54.0879
78000,53.5753
78500,54.0623
79000,54.5455
79500,55.5509
80000,56.7953
80500,56.7335
81000,56.3062
81500,56.5466
82000,57.1923
82500,58.136
83000,59.5208
83500,59.4585
84000,57.8551
84500,56.5946
85000,55.4498
85500,55.0704
86000,56.768
86500,58.0007
87000,56.916
87500,55.9701
88000,56.927
88500,57.8995
89000,59.0864
89500,60.3708
90000,59.6069
90500,58.6618
91000,58.5938
91500,58.5938
92000,59.7925
92500,61.2334
93000,59.8108
93500,57.9193
94000,57.6039
94500,57.4934
95000,58.202
95500,59.2282
96000,58.7332
96500,57.5972
97000,57.3177
97500,57.4274
98000,58.3052
98500,59.9339
99000,59.9747
99500,58.5678
100000,57.9151
100500,57.9151
101000,58.4185
101500,59.703
102000,60.24
102500,59.6424
103000,60.6485
103500,60.6485
104000,60.6485
104500,60.6485
105000,60.6485
105500,60.6485
106000,60.6485
106500,67.6856
107000,66.6344
107500,64.1643
108000,61.2452
108500,58.8926
109000,56.8621
109500,55.6961
110000,54.7802
110500,55.0272
111000,57.1501
111500,58.5938
112000,58.5938
112500,58.5177
113000,58.1784
113500,58.0373
114000,58.8417
114500,59.4919
115000,59.2576
115500,58.9056
116000,57.4679
116500,56.1798
117000,55.2931
117500,54.3771
118000,55.044
118500,55.9599
119000,55.732
119500,55.0144
120000,54.4091
120500,53.6326
121000,53.5106
121500,55.324
122000,56.7978
122500,56.4785
123000,56.1798
123500,56.1798
124000,56.1798
124500,56.6043
125000,57.1404
125500,58.0425
126000,59.1785
126500,58.7514
127000,57.6154
127500,57.0005
128000,56.5701
128500,56.8412
129000,57.8286
129500,57.6816
130000,55.9713
130500,54.7967
131000,54.1099
131500,53.5714
132000,55.2613
132500,56.9927
133000,56.6617
133500,56.2345
134000,56.1026
134500,55.9978
135000,56.7467
135500,58.0585
136000,59.0418
136500,59.8654
137000,59.661
137500,58.6103
138000,58.0304
138500,57.8068
139000,58.1631
139500,59.3169
140000,59.1779
140500,57.163
141000,55.6535
141500,54.4542
142000,53.613
142500,55.3444
143000,57.0342
143500,56.354
144000,55.6147
144500,55.634
145000,55.7373
145500,56.9777
146000,58.9772
146500,59.761
147000,59.761
147500,59.4835
148000,59.0148
148500,59.5554
149000,60.8814
149500,60.6109
150000,59.1701
150500,58.2234
151000,57.5525
151500,57.8785
152000,59.2525
152500,59.129
153000,57.2189
153500,56.2819
154000,56.6011
154500,57.2249
155000,59.1802
155500,60.4024
156000,58.9955
156500,58.0438
157000,58.8481
157500,59.7759
158000,61.5266
158500,62.8091
159000,61.9088
159500,61.4031
160000,62.0408
160500,62.7885
161000,63.5897
161500,63.0432
162000,60.8724
162500,59.3718
163000,58.5611
163500,58.3785
164000,58.953
164500,58.8467
165000,57.7195
165500,57.0972
166000,57.3157
166500,57.797
167000,59.4258
167500,60.4136
168000,59.0068
168500,57.8981
169000,57.7868
169500,57.7668
170000,58.8011
170500,59.6668
171000,58.1954
171500,56.8182
172000,56.0227
172500,55.1872
173000,56.0489
173500,57.211
174000,56.8123
174500,55.8544
175000,55.4477
175500,55.2435
176000,55.6737
176500,57.17
177000,58.3389
177500,59.031
178000,59.4918
178500,59.3742
179000,59.3768
179500,59.7325
180000,60.2143
180500,61.0785
181000,61.1829
181500,59.3885
182000,58.2216
182500,58.5636
183000,58.7104
183500,58.1448
184000,57.5035
184500,55.9301
185000,54.5455
185500,55.2008
186000,55.9132
186500,56.8119
187000,57.8966
187500,57.9016
188000,57.5675
188500,57.8215
189000,58.3827
189500,59.9466
190000,62.2953
190500,62.7598
191000,61.9784
191500,61.3605
192000,60.8607
192500,61.6014
193000,62.7496
193500,61.5266
194000,59.7759
194500,59.7759
195000,59.7759
195500,59.7759
196000,59.7759
196500,59.7759
197000,59.7759
197500,68.1561
198000,65.9924
198500,63.8354
199000,64.0985
199500,64.7563
200000,65.6233
200500,65.6696
201000,63.4755
201500,61.79
202000,61.286
202500,61.0796
203000,61.3295
203500,61.0777
204000,60.2204
204500,59.9816
205000,60.4655
205500,61.8744
206000,64.2611
206500,65.0487
207000,64.3489
207500,63.6846
208000,63.1459
208500,64.2304
209000,65.509
209500,63.5289
210000,61.3481
210500,60.0222
211000,58.8565
211500,59.4447
212000,59.9933
212500,59.8738
213000,59.7842
213500,60.2681
214000,60.7832
214500,61.5391
215000,62.6242
215500,65.2877
216000,68.0929
216500,69.5204
217000,71.9423
217500,74.219
218000,74.8015
218500,74.5426
219000,74.3579
219500,72.3716
220000,69.6291
220500,69.6291
221000,69.6291
221500,69.6291
222000,69.6291
222500,69.6291
223000,69.6291
223500,69.6291
224000,57.9088
224500,57.3433
225000,56.6877
225500,57.2663
226000,58.1473
226500,59.4479
227000,61.0027
227500,60.6619
228000,59.5685
228500,58.6343
229000,57.7257
229500,58.2703
230000,59.5347
230500,59.0628
231000,57.5799
231500,56.7533
232000,56.2213
232500,56.4739
233000,57.7857
233500,58.118
234000,56.7022
234500,55.6139
235000,54.8087
235500,54.1516
236000,55.7583
236500,57.4182
237000,57.279
237500,57.0604
238000,56.6214
238500,56.0893
239000,56.0364
239500,56.1412
240000,56.7784
240500,57.9854
241000,57.7764
241500,55.9521
242000,54.9986
242500,55.2013
243000,55.5173
243500,57.2537
244000,58.7614
244500,57.6515
245000,56.6038
245500,56.5042
246000,56.3978
246500,57.5616
247000,59.0104
247500,57.9877
248000,56.3285
248500,55.6421
249000,55.1296
249500,55.6222
250000,57.1072
250500,57.5017
251000,56.4252
251500,55.508
252000,54.4126
252500,53.5714
253000,54.2527
253500,54.9396
254000,56.2356
254500,57.8329
255000,57.4891
255500,56.6148
256000,56.8604
256500,57.6224
257000,58.4822
257500,59.5246
258000,59.2525
258500,57.8785
259000,57.0591
259500,56.6286
260000,56.5287
260500,56.9592
261000,56.9711
261500,55.7174
262000,54.7709
262500,55.5941
263000,56.391
263500,57.3866
264000,58.488
264500,58.2079
265000,57.7572
265500,58.1312
266000,58.6968
266500,59.7994
267000,61.1254
267500,60.1677
268000,58.4998
268500,57.5101
269000,56.6358
269500,56.8421
270000,57.6041
270500,57.4094
271000,56.4369
271500,55.6283
272000,54.719
272500,54.1831
273000,54.38
273500,54.5455
274000,54.9319
274500,55.3345
275000,55.7626
275500,56.2828
276000,56.2513
276500,56.0408
277000,56.6523
277500,57.9641
278000,57.9746
278500,56.6628
279000,55.64
279500,54.6333
280000,54.0724
280500,55.1839
281000,56.1798
281500,55.0103
282000,53.8021
282500,53.4151
283000,52.9418
283500,52.9477
284000,53.2297
284500,53.6157
285000,54.703
285500,55.4947
286000,54.4073
286500,53.3808
287000,53.3043
287500,53.2097
288000,54.0745
288500,55.6743
289000,56.0844
289500,55.3615
290000,54.8734
290500,54.5748
291000,54.3738
291500,55.1849
292000,55.9701
292500,54.8205
293000,53.5258
293500,53.2601
294000,53.0714
294500,53.2563
295000,53.9284
295500,54.2507
296000,53.6725
296500,53.1915
297000,53.6293
297500,54.1094
298000,55.4613
298500,57.343
299000,57.9151
299500,57.9151
300000,58.2297
300500,58.7997
301000,59.5544
301500,60.5147
302000,59.769
302500,57.5831
303000,55.9076
303500,54.2961
304000,53.619
304500,54.9137
305000,55.8924
305500,53.949
306000,52.0833
306500,53.2857
307000,54.9193
307500,56.4026
308000,58.2549
308500,58.6306
309000,57.8387
309500,58.1461
310000,59.6524
310500,60.5407
311000,60.6631
311500,60.2078
312000,59.1403
312500,59.6862
313000,62.169
313500,62.9842
314000,61.9422
314500,61.1051
315000,60.4879
315500,61.0874
316000,62.4795
316500,62.0452
317000,60.653
317500,59.5734
318000,58.6358
318500,58.6684
319000,59.1298
319500,58.1089
320000,56.2424
320500,55.7029
321000,56.015
321500,56.9855
322000,59.3834
322500,60.8404
323000,60.4731
323500,60.2866
324000,60.4081
324500,60.7278
325000,61.3501
325500,61.1296
326000,59.7929
326500,58.9117
327000,58.5671
327500,58.6169
328000,59.3145
328500,59.0208
329000,56.9181
329500,55.4396
330000,54.8357
330500,54.3478
331000,56.2133
331500,58.1092
332000,57.7312
332500,57.2874
333000,57.4334
333500,57.6536
334000,58.7308
334500,60.1266
335000,59.9409
335500,59.2266
336000,58.3195
336500,57.3091
337000,57.7376
337500,58.8647
338000,59.2885
338500,59.2885
339000,58.702
339500,57.6837
340000,57.0453
340500,56.6148
341000,56.62
341500,57.2707
342000,57.5153
342500,56.8647
343000,56.4217
343500,56.6353
344000,56.8729
344500,58.5843
345000,60.2314
345500,59.9914
346000,59.7534
346500,59.5172
347000,59.2943
347500,60.0144
348000,60.7209
348500,60.477
349000,60.19
349500,58.9157
350000,57.6923
350500,58.0156
351000,58.3523
351500,58.9964
352000,59.694
352500,58.6369
353000,57.3824
353500,57.0784
354000,56.8616
354500,57.8305
355000,59.3019
355500,59.6803
356000,59.5618
356500,59.3682
357000,59.1339
357500,59.5066
358000,60.221
358500,60.1728
359000,59.6928
359500,59.0864
360000,58.3942
360500,58.4659
361000,59.0404
361500,60.0216
362000,61.369
362500,60.953
363000,59.2581
363500,58.4037
364000,58.0644
364500,58.9078
365000,60.942
365500,61.1113
366000,59.5314
366500,58.8235
367000,58.8235
367500,59.63
368000,61.3385
368500,62.1013
369000,61.8452
369500,61.2099
370000,60.3457
370500,60.6722
371000,61.7925
371500,61.4075
372000,60.1676
372500,59.0008
373000,57.8559
373500,58.4094
374000,60.0382
374500,60.6553
375000,60.5328
375500,59.8315
376000,58.7724
376500,58.9588
377000,60.0179
377500,60.4839
378000,60.4839
378500,59.9244
379000,58.9793
379500,59.2416
380000,60.4325
380500,60.834
381000,60.5881
381500,59.9244
382000,58.9793
382500,58.9763
383000,59.6794
383500,60.1982
384000,60.5626
384500,60.1224
385000,59.0549
385500,58.5345
386000,58.4205
386500,58.3658
387000,58.3658
387500,58.1385
388000,57.5816
388500,57.6063
389000,58.7423
389500,59.6659
390000,60.1459
390500,61.0484
391000,62.8577
391500,63.5802
392000,62.3932
392500,60.8384
393000,59.0439
393500,58.6459
394000,59.8181
394500,60.4295
395000,60.308
395500,59.5595
396000,58.0649
396500,57.5348
397000,58.3206
397500,59.4118
398000,61.25
398500,62.0968
399000,61.0887
399500,60.3335
400000,59.972
400500,60.3197
401000,61.6892
401500,61.89
402000,60.64
402500,59.7694
403000,59.297
403500,60.8584
404000,60.8584
404500,60.8584
405000,60.8584
405500,60.8584
406000,60.8584
406500,67.076
407000,65.9269
407500,66.218
408000,65.9885
408500,65.4113
409000,63.991
409500,62.5026
410000,64.6271
410500,67.6483
411000,70.9062
411500,74.1669
412000,75.4733
412500,74.1486
413000,71.386
413500,68.7906
414000,66.447
414500,65.2925
415000,64.573
415500,64.4343
416000,62.8719
416500,60.8036
417000,59.2217
417500,57.8369
418000,57.5429
418500,57.6534
419000,58.7667
419500,60.6583
420000,60.6586
420500,59.3327
421000,58.6917
421500,58.4628
422000,57.9634
422500,57.1896
423000,56.9067
423500,57.1235
424000,56.8608
424500,55.6071
425000,54.6857
425500,54.1951
426000,53.7634
426500,54.9301
427000,56.2438
427500,56.3107
428000,56.2051
428500,56.1144
429000,56.0096
429500,56.823
430000,58.5999
430500,59.3613
431000,59.0112
431500,58.3078
432000,57.0916
432500,56.2673
433000,55.8496
433500,55.6414
434000,56.2727
434500,56.8741
435000,59.2027
435500,61.4574
436000,61.2075
436500,60.631
437000,60.631
437500,60.631
438000,60.631
438500,60.631
439000,60.631
439500,60.631
440000,53.2401
440500,53.9123
441000,54.6208
441500,56.5167
442000,58.0953
442500,57.5427
443000,57.0342
443500,57.2475
444000,57.466
444500,57.8684
445000,58.3157
445500,58.4606
446000,58.5746
446500,57.8137
447000,56.8187
447500,55.8548
448000,54.7268
448500,54.8137
449000,55.8352
449500,56.4259
450000,56.5323
450500,56.3285
451000,55.005
451500,53.9568
452000,54.6425
452500,55.3394
453000,55.775
453500,56.2953
454000,56.6871
454500,57.1176
455000,56.7498
455500,55.9016
456000,55.2947
456500,54.6908
457000,54.5062
457500,55.2134
458000,55.7327
458500,55.3242
459000,54.9451
459500,54.856
460000,54.7558
460500,55.244
461000,55.9616
461500,56.7285
462000,57.7084
462500,57.8118
463000,57.1512
463500,56.8182
464000,56.8182
464500,56.8772
465000,57.094
465500,56.9619
466000,55.3144
466500,53.9568
467000,54.1429
467500,54.3384
468000,54.9513
468500,55.7625
469000,55.2505
469500,54.0512
470000,53.4692
470500,53.1853
471000,53.0871
471500,53.9576
472000,54.7445
472500,55.977
473000,57.3404
473500,56.523
474000,55.3609
474500,55.2778
