Second,Rate
572000,103.316
572500,104.03
573000,103.807
573500,103.456
574000,104.041
574500,104.056
575000,104.195
575500,103.938
576000,103.374
576500,103.763
577000,103.459
577500,102.866
578000,102.351
578500,102.79
579000,102.5
579500,102.207
580000,102.761
580500,102.087
581000,100.965
581500,99.8764
582000,99.6636
582500,100.258
583000,100.599
583500,100.671
584000,100.465
584500,99.471
585000,99.0084
585500,98.8261
586000,96.6544
586500,93.6418
587000,91.879
587500,90.4268
588000,89.338
588500,89.216
589000,88.9518
589500,88.7574
590000,88.4667
590500,87.9477
591000,87.7193
591500,87.9319
592000,88.1899
592500,87.9565
593000,85.2753
593500,83.8049
594000,84.9208
594500,84.219
595000,84.1061
595500,85.2529
596000,85.9052
596500,85.4646
597000,85.3336
597500,86.3133
598000,86.7052
598500,86.293
599000,85.9039
599500,86.161
600000,88.652
600500,89.9465
601000,89.0909
601500,90.0317
602000,90.343
602500,90.3987
603000,91.1116
603500,91.1382
604000,91.8114
604500,91.9394
605000,91.4815
605500,92
606000,91.6162
606500,91.8577
607000,92.5166
607500,92.0497
608000,92.5201
608500,94.0097
609000,94.486
609500,94.1772
610000,94.5425
610500,94.5952
611000,94.8636
611500,95.2782
612000,95.267
612500,95.5743
613000,94.188
613500,94.0313
614000,95.812
614500,96.448
615000,97.3906
615500,98.0392
616000,98.3179
616500,98.8521
617000,99.5161
617500,100.215
618000,100.285
618500,100.708
619000,101.058
619500,100.946
620000,101.24
620500,101.248
621000,100.985
621500,101.433
622000,102.041
622500,101.779
623000,101.633
623500,101.895
624000,102.041
624500,102.075
625000,102.778
625500,103.448
626000,103.448
626500,103.652
627000,104.163
627500,104.389
628000,103.636
628500,103.929
629000,104.201
629500,103.765
630000,103.632
630500,103.333
631000,103.796
631500,104.167
632000,104.167
632500,104.167
633000,103.545
633500,103.333
634000,103.757
634500,103.47
635000,102.955
635500,102.701
636000,102.007
636500,101.652
637000,101.997
637500,102.041
638000,101.805
638500,101.12
639000,100.671
639500,100.031
640000,99.3644
640500,99.16
641000,98.9404
641500,99.0789
642000,98.9718
642500,98.6842
643000,98.6842
643500,98.6842
644000,98.7679
644500,99.0946
645000,99.3377
645500,99.0633
646000,98.7365
646500,98.6842
647000,98.6223
647500,98.2998
648000,98.0392
648500,98.2792
649000,98.4314
649500,98.3888
650000,98.8859
650500,99.3377
651000,99.0476
651500,98.9404
652000,99.2306
652500,99.2541
653000,98.9017
653500,98.0178
654000,97.4026
654500,97.2216
655000,97.6764
655500,99.5316
656000,99.0769
656500,96.5464
657000,94.262
657500,93.0832
658000,95.0188
658500,96.4293
659000,94.8638
659500,92.2527
660000,90.4923
660500,91.3228
661000,92.8617
661500,93.1493
662000,93.7052
662500,95.0967
663000,95.1451
663500,94.5904
664000,95.0631
664500,95.4132
665000,95.561
665500,95.8672
666000,95.904
666500,96.4777
667000,97.7724
667500,97.753
668000,96.7083
668500,97.8154
669000,100.187
669500,101.29
670000,102.754
670500,104.801
671000,104.801
671500,104.801
672000,100.723
672500,99.7831
673000,99.0834
673500,99.3709
674000,101.284
674500,103.085
675000,103.151
675500,103.034
676000,102.812
676500,100.822
677000,96.8919
677500,97.9577
678000,100.498
678500,100.135
679000,100.989
679500,101.259
680000,100.946
680500,101.038
681000,103.606
681500,102.673
682000,102.673
682500,102.673
683000,98.8235
683500,98.621
684000,98.323
684500,98.4314
685000,97.7328
685500,96.7413
686000,96.5236
686500,96.7742
687000,96.5533
687500,96.2432
688000,95.9579
688500,95.0508
689000,94.6214
689500,94.92
690000,94.5688
690500,93.6843
691000,93.1677
691500,93.4123
692000,93.7034
692500,93.9161
693000,94.4907
693500,93.7459
694000,92.7996
694500,93.0872
695000,93.2096
695500,93.5008
696000,94.2627
696500,94.6769
697000,94.459
697500,94.3068
698000,93.7208
698500,92.7287
699000,92.2889
699500,92.3926
700000,92.2608
700500,92.2699
701000,92.554
701500,92.5153
702000,92.2313
702500,92.2995
703000,92.7767
703500,93.6467
704000,95.1925
704500,95.806
705000,95.5414
705500,95.3527
706000,95.0504
706500,94.9657
707000,95.2681
707500,95.2874
708000,95.1592
708500,95.3165
709000,95.0767
709500,93.699
710000,92.5926
710500,92.5926
711000,92.5926
711500,92.5926
712000,92.5926
712500,92.9259
713000,93.5046
713500,93.7595
714000,94.3528
714500,94.9367
715000,94.6472
715500,94.1151
716000,94.1061
716500,94.0637
717000,94.3564
717500,95.1123
718000,95.2858
718500,96.3373
719000,97.6903
719500,98.228
720000,98.7326
720500,99.1626
721000,99.3536
721500,99.6848
722000,100.285
722500,100.843
723000,101.234
723500,101.351
724000,101.387
724500,101.732
725000,101.732
725500,101.732
726000,101.732
726500,103.162
727000,103.616
727500,101.588
728000,103.001
728500,104.537
729000,104.895
729500,104.368
730000,104.056
730500,104.583
731000,104.793
731500,104.429
732000,104.167
732500,104.167
733000,104.167
733500,103.925
734000,103.566
734500,103.448
735000,103.517
735500,103.876
736000,104.167
736500,103.848
737000,103.231
737500,103.034
738000,103.011
738500,102.541
739000,102.449
739500,102.371
740000,102.041
740500,102.287
741000,102.449
741500,102.079
742000,101.633
742500,101.757
743000,101.696
743500,101.074
744000,100.734
744500,100.818
745000,100.908
745500,100.095
746000,99.3377
746500,99.0659
747000,98.9404
747500,99.3474
748000,99.7351
748500,99.6
749000,99.6689
749500,99.7351
750000,99.2105
750500,98.9404
751000,99.0789
751500,98.9561
752000,98.0742
752500,97.2071
753000,96.8622
753500,96.3414
754000,94.5382
754500,93.1677
755000,93.5568
755500,93.363
756000,91.5708
756500,90.3614
757000,90.9735
757500,90.5484
758000,87.9642
758500,88.9403
759000,91.6677
759500,91.7118
760000,91.2303
760500,90.9091
761000,91.3463
761500,91.12
762000,89.6069
762500,88.7574
763000,89.5923
763500,89.596
764000,87.6902
764500,89.6041
765000,90.9194
765500,89.747
766000,91.4431
766500,90.6979
767000,90.012
767500,91.2597
768000,91.0376
768500,92.2861
769000,93.75
769500,93.75
770000,93.9256
770500,94.5287
771000,95.2487
771500,96.0197
772000,96.6361
772500,96.6824
773000,96.4022
773500,96.8082
774000,97.4026
774500,97.5885
775000,98.0229
775500,98.4778
776000,98.6842
776500,98.0895
777000,97.6703
777500,98.2489
778000,98.9087
778500,98.9563
779000,99.3737
779500,100.285
780000,100.843
780500,101.234
781000,101.351
781500,101.351
782000,101.351
782500,101.351
783000,101.351
783500,101.351
784000,101.478
784500,101.691
785000,101.224
785500,101.356
786000,102.329
786500,102.449
787000,102.329
787500,102.449
788000,102.329
788500,102.438
789000,102.401
789500,102.329
790000,102.449
790500,102.648
791000,103.474
791500,103.605
792000,102.649
792500,102.376
793000,103.006
793500,103.375
794000,103.116
794500,102.516
795000,102.405
795500,101.957
796000,102.007
796500,101.898
797000,101.101
797500,100.807
798000,100.005
798500,99.7325
799000,99.3474
799500,99.2
800000,99.2879
800500,98.8
801000,99.2647
801500,99.2421
802000,96.9304
802500,94.4622
803000,93.4578
803500,93.0859
804000,92.2338
804500,90.6098
805000,89.5209
805500,89.3114
806000,89.5787
806500,90.4447
807000,89.8694
807500,87.0296
808000,87.3377
808500,88.3877
809000,87.6678
809500,89.1037
810000,87.8354
810500,86.4372
811000,87.8435
811500,86.1958
812000,86.7307
812500,88.5444
813000,86.8069
813500,88.8706
814000,89.9819
814500,88.7881
815000,91.7052
815500,91.5296
816000,91.4557
816500,93.1282
817000,92.0058
817500,93.7674
818000,93.9775
818500,93.268
819000,94.7561
819500,93.2903
820000,94.2887
820500,95.7712
821000,93.76
821500,92.597
822000,93.9918
822500,94.0906
823000,92.4208
823500,91.4859
824000,89.853
824500,91.6378
825000,93.036
825500,92.2068
826000,93.5033
826500,92.8944
827000,93.2251
827500,93.8559
828000,92.4841
828500,93.8923
829000,95.5414
829500,95.3068
830000,95.6357
830500,96.4557
831000,95.8342
831500,95.555
832000,95.2308
832500,94.6154
833000,95.1801
833500,94.3024
834000,95.1835
834500,95.986
835000,95.0649
835500,96.3145
836000,97.023
836500,97.6986
837000,98.6537
837500,98.8594
838000,99.2947
838500,99.7775
839000,100
839500,100.627
840000,101.05
840500,100.946
841000,100.95
841500,100.483
842000,100.392
842500,101.34
843000,102.024
843500,101.826
844000,101.786
844500,102.256
845000,102.262
845500,101.663
846000,101.666
846500,102.01
847000,101.848
847500,101.503
848000,101.222
848500,100.546
849000,100.333
849500,100.668
850000,100.671
850500,100.394
851000,99.9365
851500,100.546
852000,101.003
852500,100.116
853000,99.6564
853500,99.5965
854000,98.9961
854500,98.2946
855000,98.0392
855500,97.5585
856000,96.926
856500,96.4334
857000,95.2161
857500,94.3396
858000,94.3396
858500,94.3396
859000,94.3396
859500,94.3396
860000,88.2574
860500,86.3564
861000,86.3564
861500,86.3564
862000,86.9941
862500,82.0202
863000,87.9581
863500,85.3241
864000,80.8937
864500,84.7166
865000,83.6304
865500,85.642
866000,89.1566
866500,83.7376
867000,86.9536
867500,90.5487
868000,85.0047
868500,87.7394
869000,89.0337
869500,85.6351
870000,85.5968
870500,91.3702
871000,98.1032
871500,94.8083
872000,88.6039
872500,92.5314
873000,94.2925
873500,90.631
874000,91.2786
874500,92.5679
875000,88.7823
875500,85.8347
876000,88.4175
876500,89.6279
877000,89.3186
877500,88.9435
878000,89.5176
878500,90.9947
879000,89.2786
879500,87.9755
880000,90.3163
880500,89.9858
881000,90.4756
881500,92.5657
882000,92.963
882500,92.7683
883000,91.1843
883500,91.7655
884000,94.4978
884500,95.1592
885000,95.2874
885500,95.5414
886000,95.5414
886500,95.0762
887000,94.2101
887500,96.5736
888000,97.9114
888500,96.121
889000,95.7692
889500,96.0123
890000,96.5087
890500,96.7742
891000,97.4083
891500,98.0762
892000,97.7563
892500,97.4026
893000,97.7158
893500,98.0341
894000,97.7002
894500,97.0677
895000,96.8096
895500,97.4421
896000,98.3075
896500,98.63
897000,98.6842
897500,98.6842
898000,98.6842
898500,99.0005
899000,99.3273
899500,99.5205
